1	0	19	17	3000	42	5	1500	-9	0	0	1	0	0
1	2	20	15	2200	41	9	600	-9	0	0	1	0	0
1	0	24	14	-9	44	10	1350	-9	0	0	1	0	0
1	2	10	15	2700	31	10	400	-9	0	0	0	0	0
1	2	12	15	1800	33	10	1700	-9	1	0	0	0	0
1	2	15	16	2700	37	8	440	-9	1	0	0	0	0
1	2	16	15	2900	37	12	900	-9	0	0	0	0	0
1	0	18	18	2500	42	12	650	-9	1	0	0	0	0
0	1	24	16	-9	46	12	850	-9	1	0	0	0	0
1	0	26	16	-9	48	11	3200	-9	1	0	0	0	0
0	0	27	16	-9	49	11	86	-9	1	0	0	0	0
1	2	9	15	2500	30	11	400	-9	0	0	0	0	0
1	2	12	16	3500	34	11	1000	-9	1	0	0	0	0
1	2	7	18	3500	31	11	1250	-9	0	0	0	0	0
1	2	6	18	5000	30	11	1100	-9	1	0	0	0	0
1	2	5	15	3000	26	11	1400	-9	0	0	1	0	0
1	1	19	15	2500	40	12	700	-9	0	0	0	0	0
1	2	15	18	-9	39	11	1000	-9	1	0	0	0	0
1	1	21	16	3500	43	11	1100	-9	0	0	1	0	0
1	0	10	20	1500	36	11	1200	-9	1	0	0	0	0
1	2	11	15	2900	32	11	1100	-9	1	0	0	0	0
1	1	16	16	3200	38	11	1250	-9	1	0	0	0	0
0	1	11	16	5100	33	11	1800	-9	1	0	0	0	0
1	2	23	15	2400	44	10	1000	-9	0	0	1	0	0
1	2	10	15	-9	31	10	1300	-9	0	0	1	0	0
1	2	19	14	-9	39	10	800	-9	0	1	0	0	0
1	1	6	15	1000	27	10	1200	-9	0	0	1	0	0
0	1	9	15	5000	30	10	1000	-9	1	0	0	0	0
1	1	10	18	3000	34	11	1000	-9	0	1	0	0	0
1	1	5	17	4100	28	10	1000	-9	1	0	0	0	0
1	2	26	16	1700	48	10	760	-9	0	1	0	0	0
1	2	11	15	-9	32	11	450	-9	0	0	1	0	0
0	0	12	14	2700	32	11	600	-9	0	1	0	0	0
0	1	24	16	1000	46	10	1350	-9	0	0	1	0	0
1	1	2	16	3000	24	9	1200	-9	0	0	1	0	0
1	2	26	18	1000	50	9	1000	-9	0	0	1	0	0
1	2	7	17	1800	30	11	2000	-9	0	0	0	0	0
1	2	4	15	3000	25	10	800	-9	0	1	0	0	0
1	0	19	18	2000	43	10	900	-9	0	0	0	0	0
1	1	12	15	1500	33	10	1100	-9	1	0	0	0	0
1	0	19	15	3000	40	10	1000	-9	0	0	1	0	0
1	2	14	15	-9	35	8	900	-9	1	0	0	0	0
1	1	13	15	4000	34	8	1100	-9	0	0	1	0	0
1	1	12	15	2000	33	10	1000	-9	0	1	0	0	0
1	1	27	16	3000	49	10	650	-9	0	0	1	0	0
1	0	28	16	-9	50	11	500	-9	1	0	0	0	0
0	1	8	15	2500	29	10	500	-9	0	0	0	0	0
1	0	16	16	2000	38	10	1300	-9	0	0	1	0	0
1	1	25	18	-9	49	10	700	-9	0	0	1	0	0
1	2	18	15	2000	39	10	700	-9	0	0	1	0	0
1	2	8	15	3550	29	10	570	-9	0	1	0	0	0
0	0	19	17	2800	42	10	1350	-9	0	0	1	0	0
1	2	11	16	2500	33	10	1100	-9	0	0	1	0	0
1	1	10	16	6000	32	10	1000	-9	0	0	0	0	0
0	0	19	16	1800	41	10	400	-9	1	0	0	0	0
